Адр,Знчн,IP,CR,AR,DR,SP,BR,AC,PS,NZVC,Адр,Знчн
516,0200,516,0000,000,0000,000,0000,0000,004,0100
516,0200,517,0200,516,0200,000,0516,0000,004,0100
517,EEFD,518,EEFD,515,0000,000,FFFD,0000,004,0100,515,0000
518,AF03,519,AF03,518,0003,000,0003,0003,000,0000
519,EEFA,51A,EEFA,514,0003,000,FFFA,0003,000,0000,514,0003
51A,AEF7,51B,AEF7,512,0524,000,FFF7,0524,000,0000
51B,EEF7,51C,EEF7,513,0524,000,FFF7,0524,000,0000,513,0524
51C,AAF6,51D,AAF6,524,0DFF,000,FFF6,0DFF,000,0000,513,0525
51D,F203,51E,F203,51D,F203,000,051D,0DFF,000,0000
51E,AEF6,51F,AEF6,515,0000,000,FFF6,0000,004,0100
51F,0700,520,0700,51F,0700,000,051F,0001,000,0000
520,EEF4,521,EEF4,515,0001,000,FFF4,0001,000,0000,515,0001
521,8514,522,8514,514,0002,000,0001,0001,000,0000,514,0002
522,CEF9,51C,CEF9,522,051C,000,FFF9,0001,000,0000
51C,AAF6,51D,AAF6,525,0FFF,000,FFF6,0FFF,000,0000,513,0526
51D,F203,51E,F203,51D,F203,000,051D,0FFF,000,0000
51E,AEF6,51F,AEF6,515,0001,000,FFF6,0001,000,0000
51F,0700,520,0700,51F,0700,000,051F,0002,000,0000
520,EEF4,521,EEF4,515,0002,000,FFF4,0002,000,0000,515,0002
521,8514,522,8514,514,0001,000,0000,0002,000,0000,514,0001
522,CEF9,51C,CEF9,522,051C,000,FFF9,0002,000,0000
51C,AAF6,51D,AAF6,526,E7FF,000,FFF6,E7FF,008,1000,513,0527
51D,F203,521,F203,51D,F203,000,0003,E7FF,008,1000
521,8514,523,8514,514,0000,000,FFFF,E7FF,008,1000,514,0000
523,0100,524,0100,523,0100,000,0523,E7FF,008,1000
